5.057000	5.057000	B
5.282000	5.282000	B
5.711000	5.711000	B
5.885000	5.885000	B
6.711000	6.711000	B
7.356000	7.356000	B
8.380000	8.380000	B
8.982000	8.982000	B
10.048000	10.048000	B
10.083000	10.083000	B
10.651000	10.651000	B
10.708000	10.708000	B
11.675000	11.675000	B
11.784000	11.784000	B
11.887000	11.887000	B
11.898000	11.898000	B
11.917000	11.917000	B
11.939000	11.939000	B
11.962000	11.962000	B
11.981000	11.981000	B
12.002000	12.002000	B
12.022000	12.022000	B
12.042000	12.042000	B
12.061000	12.061000	B
12.080000	12.080000	B
12.243000	12.243000	B
12.311000	12.311000	B
12.325000	12.325000	B
12.347000	12.347000	B
12.374000	12.374000	B
12.493000	12.493000	B
13.337000	13.337000	B
13.345000	13.345000	B
13.555000	13.555000	B
13.567000	13.567000	B
13.584000	13.584000	B
13.989000	13.989000	B
14.045000	14.045000	B
14.283000	14.283000	B
16.644000	16.644000	B
17.262000	17.262000	B
18.298000	18.298000	B
18.656000	18.656000	B
18.675000	18.675000	B
18.694000	18.694000	B
18.714000	18.714000	B
18.735000	18.735000	B
18.755000	18.755000	B
18.838000	18.838000	B
19.130000	19.130000	B
19.147000	19.147000	B
19.953000	19.953000	B
20.126000	20.126000	B
20.188000	20.188000	B
20.200000	20.200000	B
20.666000	20.666000	B
20.687000	20.687000	B
20.748000	20.748000	B
21.613000	21.613000	B
22.224000	22.224000	B
23.281000	23.281000	B
23.324000	23.324000	B
24.935000	24.935000	B
24.942000	24.942000	B
24.978000	24.978000	B
25.009000	25.009000	B
25.210000	25.210000	B
25.231000	25.231000	B
25.251000	25.251000	B
25.270000	25.270000	B
25.288000	25.288000	B
25.309000	25.309000	B
25.329000	25.329000	B
25.350000	25.350000	B
25.370000	25.370000	B
25.455000	25.455000	B
25.473000	25.473000	B
25.492000	25.492000	B
25.557000	25.557000	B
25.575000	25.575000	B
25.598000	25.598000	B
25.745000	25.745000	B
26.588000	26.588000	B
26.797000	26.797000	B
27.219000	27.219000	B
27.255000	27.255000	B
27.321000	27.321000	B
27.527000	27.527000	B
29.886000	29.886000	B
30.504000	30.504000	B
31.538000	31.538000	B
31.668000	31.668000	B
31.785000	31.785000	B
32.321000	32.321000	B
32.371000	32.371000	B
33.189000	33.189000	B
33.344000	33.344000	B
33.519000	33.519000	B
33.555000	33.555000	B
33.575000	33.575000	B
33.616000	33.616000	B
33.636000	33.636000	B
33.657000	33.657000	B
33.678000	33.678000	B
33.697000	33.697000	B
33.717000	33.717000	B
33.738000	33.738000	B
33.883000	33.883000	B
34.845000	34.845000	B
34.979000	34.979000	B
35.101000	35.101000	B
35.499000	35.499000	B
35.541000	35.541000	B
36.509000	36.509000	B
36.635000	36.635000	B
37.188000	37.188000	B
38.156000	38.156000	B
38.306000	38.306000	B
38.425000	38.425000	B
38.913000	38.913000	B
38.936000	38.936000	B
38.986000	38.986000	B
39.810000	39.810000	B
39.945000	39.945000	B
40.027000	40.027000	B
40.094000	40.094000	B
40.133000	40.133000	B
40.172000	40.172000	B
40.195000	40.195000	B
40.211000	40.211000	B
40.233000	40.233000	B
40.253000	40.253000	B
40.296000	40.296000	B
40.359000	40.359000	B
40.382000	40.382000	B
40.480000	40.480000	B
40.496000	40.496000	B
40.521000	40.521000	B
41.466000	41.466000	B
41.619000	41.619000	B
41.638000	41.638000	B
41.662000	41.662000	B
42.099000	42.099000	B
42.118000	42.118000	B
42.135000	42.135000	B
42.170000	42.170000	B
42.194000	42.194000	B
43.130000	43.130000	B
43.272000	43.272000	B
43.389000	43.389000	B
43.759000	43.759000	B
43.783000	43.783000	B
43.803000	43.803000	B
44.093000	44.093000	B
44.105000	44.105000	B
44.777000	44.777000	B
44.927000	44.927000	B
45.043000	45.043000	B
45.065000	45.065000	B
45.455000	45.455000	B
45.480000	45.480000	B
45.505000	45.505000	B
45.607000	45.607000	B
46.433000	46.433000	B
46.565000	46.565000	B
46.666000	46.666000	B
46.705000	46.705000	B
46.728000	46.728000	B
46.748000	46.748000	B
46.771000	46.771000	B
46.794000	46.794000	B
48.090000	48.090000	B
48.224000	48.224000	B
48.808000	48.808000	B
49.750000	49.750000	B
49.896000	49.896000	B
50.010000	50.010000	B
50.027000	50.027000	B
50.050000	50.050000	B
50.376000	50.376000	B
50.398000	50.398000	B
50.708000	50.708000	B
50.723000	50.723000	B
51.397000	51.397000	B
51.532000	51.532000	B
51.588000	51.588000	B
51.653000	51.653000	B
51.681000	51.681000	B
51.703000	51.703000	B
52.070000	52.070000	B
52.095000	52.095000	B
52.124000	52.124000	B
52.147000	52.147000	B
52.218000	52.218000	B
52.240000	52.240000	B
53.054000	53.054000	B
53.185000	53.185000	B
53.385000	53.385000	B
53.406000	53.406000	B
53.426000	53.426000	B
53.446000	53.446000	B
53.470000	53.470000	B
53.531000	53.531000	B
53.550000	53.550000	B
53.633000	53.633000	B
54.709000	54.709000	B
54.843000	54.843000	B
54.953000	54.953000	B
54.992000	54.992000	B
55.007000	55.007000	B
55.023000	55.023000	B
55.296000	55.296000	B
55.391000	55.391000	B
55.482000	55.482000	B
55.594000	55.594000	B
55.956000	55.956000	B
56.084000	56.084000	B
58.022000	58.022000	B
58.342000	58.342000	B
58.360000	58.360000	B
58.378000	58.378000	B
58.729000	58.729000	B
58.852000	58.852000	B
59.678000	59.678000	B
59.853000	59.853000	B
59.871000	59.871000	B
59.909000	59.909000	B
59.924000	59.924000	B
60.291000	60.291000	B
60.388000	60.388000	B
60.405000	60.405000	B
60.426000	60.426000	B
60.451000	60.451000	B
60.471000	60.471000	B
61.339000	61.339000	B
61.949000	61.949000	B
63.002000	63.002000	B
63.048000	63.048000	B
64.667000	64.667000	B
64.704000	64.704000	B
64.732000	64.732000	B
64.895000	64.895000	B
64.913000	64.913000	B
64.934000	64.934000	B
64.953000	64.953000	B
64.973000	64.973000	B
64.992000	64.992000	B
65.299000	65.299000	B
65.322000	65.322000	B
65.475000	65.475000	B
65.486000	65.486000	B
66.302000	66.302000	B
66.946000	66.946000	B
66.978000	66.978000	B
67.030000	67.030000	B
67.049000	67.049000	B
67.066000	67.066000	B
67.090000	67.090000	B
67.240000	67.240000	B
69.610000	69.610000	B
70.227000	70.227000	B
71.265000	71.265000	B
71.394000	71.394000	B
71.488000	71.488000	B
71.532000	71.532000	B
71.551000	71.551000	B
71.573000	71.573000	B
71.591000	71.591000	B
71.611000	71.611000	B
71.631000	71.631000	B
71.649000	71.649000	B
71.667000	71.667000	B
72.224000	72.224000	B
72.914000	72.914000	B
73.050000	73.050000	B
73.161000	73.161000	B
73.218000	73.218000	B
73.233000	73.233000	B
73.452000	73.452000	B
73.472000	73.472000	B
73.488000	73.488000	B
73.526000	73.526000	B
73.601000	73.601000	B
73.767000	73.767000	B
73.782000	73.782000	B
74.571000	74.571000	B
74.706000	74.706000	B
74.718000	74.718000	B
74.844000	74.844000	B
74.863000	74.863000	B
74.885000	74.885000	B
74.918000	74.918000	B
74.944000	74.944000	B
74.968000	74.968000	B
76.226000	76.226000	B
76.376000	76.376000	B
76.462000	76.462000	B
76.475000	76.475000	B
76.499000	76.499000	B
76.853000	76.853000	B
77.060000	77.060000	B
77.879000	77.879000	B
78.013000	78.013000	B
78.505000	78.505000	B
78.523000	78.523000	B
78.538000	78.538000	B
78.663000	78.663000	B
78.832000	78.832000	B
79.535000	79.535000	B
79.688000	79.688000	B
79.862000	79.862000	B
79.878000	79.878000	B
80.192000	80.192000	B
81.192000	81.192000	B
81.323000	81.323000	B
81.405000	81.405000	B
81.421000	81.421000	B
81.441000	81.441000	B
81.466000	81.466000	B
81.836000	81.836000	B
81.859000	81.859000	B
82.848000	82.848000	B
82.979000	82.979000	B
83.099000	83.099000	B
83.525000	83.525000	B
83.686000	83.686000	B
84.504000	84.504000	B
84.636000	84.636000	B
84.739000	84.739000	B
84.761000	84.761000	B
84.780000	84.780000	B
84.799000	84.799000	B
84.819000	84.819000	B
84.840000	84.840000	B
85.189000	85.189000	B
86.157000	86.157000	B
86.290000	86.290000	B
86.414000	86.414000	B
86.429000	86.429000	B
87.019000	87.019000	B
87.812000	87.812000	B
87.948000	87.948000	B
88.000000	88.000000	B
88.070000	88.070000	B
88.150000	88.150000	B
88.173000	88.173000	B
89.468000	89.468000	B
89.604000	89.604000	B
89.700000	89.700000	B
89.723000	89.723000	B
90.295000	90.295000	B
91.126000	91.126000	B
91.275000	91.275000	B
91.311000	91.311000	B
91.489000	91.489000	B
91.508000	91.508000	B
91.527000	91.527000	B
91.547000	91.547000	B
91.776000	91.776000	B
91.796000	91.796000	B
91.836000	91.836000	B
91.862000	91.862000	B
91.902000	91.902000	B
92.777000	92.777000	B
92.911000	92.911000	B
93.060000	93.060000	B
93.075000	93.075000	B
94.434000	94.434000	B
94.583000	94.583000	B
94.731000	94.731000	B
95.041000	95.041000	B
95.061000	95.061000	B
95.085000	95.085000	B
95.161000	95.161000	B
95.183000	95.183000	B
97.746000	97.746000	B
97.969000	97.969000	B
97.987000	97.987000	B
98.398000	98.398000	B
98.418000	98.418000	B
98.435000	98.435000	B
98.563000	98.563000	B
98.580000	98.580000	B
98.602000	98.602000	B
99.402000	99.402000	B
99.657000	99.657000	B
99.672000	99.672000	B
100.015000	100.015000	B
100.112000	100.112000	B
101.060000	101.060000	B
101.673000	101.673000	B
102.728000	102.728000	B
102.772000	102.772000	B
104.383000	104.383000	B
104.427000	104.427000	B
104.705000	104.705000	B
104.722000	104.722000	B
105.012000	105.012000	B
105.095000	105.095000	B
105.184000	105.184000	B
105.194000	105.194000	B
106.036000	106.036000	B
106.202000	106.202000	B
106.216000	106.216000	B
106.253000	106.253000	B
106.487000	106.487000	B
106.689000	106.689000	B
106.967000	106.967000	B
109.333000	109.333000	B
109.951000	109.951000	B
110.990000	110.990000	B
111.236000	111.236000	B
111.254000	111.254000	B
111.626000	111.626000	B
111.813000	111.813000	B
112.644000	112.644000	B
112.865000	112.865000	B
113.287000	113.287000	B
113.391000	113.391000	B
114.304000	114.304000	B
114.914000	114.914000	B
115.968000	115.968000	B
116.014000	116.014000	B
117.624000	117.624000	B
117.668000	117.668000	B
117.717000	117.717000	B
117.735000	117.735000	B
117.834000	117.834000	B
117.852000	117.852000	B
117.872000	117.872000	B
117.892000	117.892000	B
117.931000	117.931000	B
117.952000	117.952000	B
118.302000	118.302000	B
118.380000	118.380000	B
118.402000	118.402000	B
118.424000	118.424000	B
118.447000	118.447000	B
119.270000	119.270000	B
119.277000	119.277000	B
119.322000	119.322000	B
119.467000	119.467000	B
119.482000	119.482000	B
119.883000	119.883000	B
119.920000	119.920000	B
120.214000	120.214000	B
122.589000	122.589000	B
